"Dstat 1.1.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --output dstat/data/csv/dool/all_with_default_time.csv --bytes --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones 1 600",,,,"Date:","23 Mar 2023 13:32:03 -03"
"total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
8.668,3.015,88.191,0.126,0,0,401408,0,0,0,136,0,1.100,1.170,1.240,5381869568,2664501248,7928528896,11051225088,21916,9243,1,0,8,0,26,108527616,914878464,2490,6946,0,14112,182303,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,1363,2011,1964,0,0,0,0,0,159503,3141,487682,22688
8.783,2.886,88.206,0.125,0,0,0,0,0,0,120,0,1.100,1.170,1.240,5382565888,2663796736,7928537088,11050536960,6294,8100,0,0,8,0,0,108527616,914878464,2741,6951,0,14144,182303,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,1343,1922,1897,0,0,0,0,0,159503,3141,487510,22688
8.197,2.900,88.903,0,0,0,4964352,0,0,0,125,0,1.100,1.170,1.240,5356412928,2692173824,7926308864,11088297984,6505,8128,0,0,0,0,40,108527616,914878464,2497,5839,0,14144,182285,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,189,1321,9170,0,0,0,0,0,159503,3141,494578,22688
8.091,3.287,88.496,0.126,0,0,0,0,0,0,118,0,1.100,1.170,1.240,5367386112,2681040896,7926468608,11087765504,6294,7840,0,0,1,0,0,108527616,914878464,2450,6277,0,14112,182285,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,5705,6901,4411,0,0,0,0,0,159503,3141,491604,22688
9.159,2.384,88.457,0,0,0,0,0,0,0,150,0,1.010,1.150,1.230,5367468032,2680434688,7926992896,11087159296,6351,8191,0,0,0,0,0,108527616,914878464,2498,5837,0,14112,182286,0,0,5,83,12,13,82,0,1205,28,33,0,0,7,27,0,8,0,25,13,56,975,55,920,0,179,765,1261,0,0,0,0,0,159503,3141,491642,22688
8.553,3.774,87.547,0.126,0,0,737280,0,0,0,130,0,1.010,1.150,1.230,5331877888,2716303360,7926714368,11127021568,7162,8520,2,0,8,0,30,108527616,914878464,2649,7184,0,14112,182307,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,8,1,25,13,56,975,55,920,0,2728,3646,11648,0,0,0,0,0,159503,3141,500329,22688
11.875,1.250,86.750,0.125,0,0,0,0,0,0,145,0,1.010,1.150,1.230,5334470656,2711560192,7928864768,11124793344,32936,13990,0,0,8,0,0,108527616,914878464,2794,9185,0,14144,182312,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,8,1,25,13,56,975,55,920,0,1699,2944,2054,0,0,0,0,0,159503,3141,499171,22688
8.805,2.642,88.428,0.126,0,0,3350528,0,0,0,126,0,1.010,1.150,1.230,5335986176,2710110208,7928799232,11123351552,11339,7898,0,0,0,0,92,108527616,914878464,2538,5987,0,14112,182311,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,893,1685,1449,0,0,0,0,0,159503,3141,498757,22688
8.135,2.879,88.986,0,0,0,0,0,0,0,120,0,1.010,1.150,1.230,5336244224,2709790720,7928860672,11123023872,6184,7646,1,0,0,0,0,108527616,914878464,2492,5647,0,14080,182311,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,8,1,25,13,56,975,55,920,0,66,555,681,0,0,0,0,0,159503,3141,498816,22688
8.050,3.270,88.553,0.126,0,0,0,0,0,0,121,0,0.930,1.130,1.230,5302226944,2746032128,7926636544,11119546368,6690,8644,0,0,0,0,0,108527616,914878464,2583,6085,0,14112,182293,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,8,1,25,13,56,975,55,920,0,212,713,10343,0,0,0,0,0,159503,3141,507587,22688
8.679,3.774,87.547,0,0,0,0,0,0,0,181,0,0.930,1.130,1.230,5287911424,2759950336,7927033856,11116703744,22489,13420,0,0,8,0,0,108527616,914878464,2806,8406,0,14144,182293,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,2294,4229,7778,0,0,0,0,0,159503,3141,510866,22688
8.344,2.528,89.001,0.126,0,0,0,0,0,0,124,0,0.930,1.130,1.230,5286801408,2760802304,7927291904,11117568000,7300,7947,0,0,8,0,0,108527616,914878464,2622,6944,0,14112,182293,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,1476,1950,2288,0,0,0,0,0,159503,3141,511193,22688
8.931,3.019,87.547,0.503,0,0,8699904,0,0,0,135,0,0.930,1.130,1.230,5279932416,2767941632,7927021568,11120447488,7651,10102,1,0,0,0,124,108527616,914878464,2655,6171,0,14080,182315,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,715,2512,3616,0,0,0,0,0,159503,3141,512936,22688
11.278,1.880,86.842,0,0,0,0,0,0,0,122,0,0.930,1.130,1.230,5278113792,2767605760,7929171968,11123900416,6296,7520,0,0,0,0,0,108527616,914878464,2563,6900,0,14080,182320,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,376,1430,558,0,0,0,0,0,159503,3141,512854,22688
8.603,3.117,88.155,0.125,0,0,0,0,0,0,125,0,0.940,1.130,1.230,5277999104,2767720448,7929171968,11124023296,6552,8516,1,0,0,0,0,108527616,914878464,2530,5723,0,14048,182319,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,151,613,734,0,0,0,0,0,159503,3141,512882,22688
9.512,3.004,87.484,0,0,0,0,0,0,0,122,0,0.940,1.130,1.230,5280681984,2765033472,7929176064,11121336320,6616,8412,0,0,9,0,0,108527616,914878464,2652,7094,0,14112,182320,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,2091,2408,2031,0,0,0,0,0,159503,3141,512226,22688
8.458,3.856,87.562,0.124,0,0,0,0,0,0,155,0,0.940,1.130,1.230,5281566720,2766278656,7927046144,11120451584,6396,7733,1,0,8,0,0,108527616,914878464,2711,7089,0,14144,182292,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,1304,1901,2465,0,0,0,0,0,159503,3141,512530,22688
8.816,2.771,87.783,0.630,0,0,1523712,0,0,0,125,0,0.940,1.130,1.230,5279666176,2768011264,7927214080,11121340416,6424,7977,0,0,0,0,120,108527616,914878464,2550,5969,0,14112,182303,0,0,5,83,12,13,82,0,1202,25,33,0,0,7,23,0,9,1,25,13,56,975,55,920,0,1149,2419,2219,0,0,0,0,0,159503,3141,512953,22688
9.726,3.491,86.783,0,0,0,4014080,0,0,0,135,0,0.940,1.130,1.230,5295034368,2751438848,7928418304,11104903168,12064,13321,0,0,1,0,0,108527616,914878464,2676,6555,0,14080,182307,0,0,5,83,12,13,82,0,1203,25,33,0,0,7,23,0,8,1,25,14,56,975,55,920,0,9219,11565,4371,0,0,0,0,0,159503,3141,508781,22688
14.500,2.875,82.500,0.125,0,0,0,0,0,0,121,0,1.340,1.210,1.250,5297287168,2749202432,7928401920,11102666752,6469,7840,3,0,0,0,0,108527616,914878464,2843,6017,0,14112,182329,0,0,5,83,12,13,82,0,1203,25,33,0,0,7,23,0,8,1,25,14,56,975,55,920,0,2004,2585,1450,0,0,0,0,0,159503,3141,508431,22688
11.490,1.768,86.616,0.126,0,0,1024000,0,0,0,119,0,1.340,1.210,1.250,5296738304,2748411904,7929741312,11104440320,6184,8004,0,0,8,0,152,108527616,914878464,2833,8548,0,14144,182333,0,0,5,83,12,13,82,0,1203,25,33,0,0,7,23,0,8,1,25,14,56,975,55,920,0,1948,3267,2490,0,0,0,0,0,159503,3141,508168,22688
9.465,2.989,87.422,0.125,0,0,0,0,0,0,145,0,1.340,1.210,1.250,5298470912,2746929152,7929491456,11102957568,23665,13838,0,0,8,0,0,108527616,914878464,2724,7967,0,14080,182332,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,1353,1990,2637,0,0,0,0,0,159503,3141,507806,22688
8.030,3.137,88.833,0,0,0,0,0,0,0,159,0,1.340,1.210,1.250,5295460352,2749935616,7929495552,11105968128,6806,8509,2,0,0,0,0,108527616,914878464,2547,5756,0,14080,182332,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,67,555,3177,0,0,0,0,0,159503,3141,508540,22688
8.543,2.638,88.693,0.126,0,0,7593984,0,0,0,125,0,1.340,1.210,1.250,5270429696,2780266496,7924187136,11116134400,6481,7951,0,0,0,0,62,108527616,914878464,2506,5932,0,14048,181222,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,219,1569,8776,0,0,0,0,0,159503,3141,515945,22688
8.685,3.350,87.841,0.124,0,0,0,0,0,0,117,0,1.240,1.190,1.250,5270933504,2783240192,7920709632,11114565632,6351,7833,0,0,0,0,0,108527616,914878464,2521,5920,0,14080,181118,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,408,1021,1868,0,0,0,0,0,159503,3141,516608,22688
8.302,3.522,88.176,0,0,0,2048000,0,0,0,124,0,1.240,1.190,1.250,5285855232,2766626816,7922401280,11100385280,6726,8820,0,0,8,0,44,108527616,914878464,2653,7404,0,14112,181164,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,7185,9106,2922,0,0,0,0,0,159503,3141,512496,22688
7.858,2.662,89.354,0.127,0,0,0,0,0,0,116,0,1.240,1.190,1.250,5287796736,2764951552,7922135040,11099697152,6184,7509,1,0,8,0,0,108527616,914878464,2623,7044,0,14080,181186,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,2120,2913,2790,0,0,0,0,0,159503,3141,511702,22688
12.578,1.619,85.803,0,0,0,0,0,0,0,123,0,1.240,1.190,1.250,5289545728,2760990720,7924346880,11098685440,6294,7840,0,0,1,0,0,108527616,914878464,2698,7079,0,14080,181192,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,1397,2201,1365,0,0,0,0,0,159503,3141,511176,22688
8.145,4.511,87.093,0.251,0,0,19529728,0,0,0,144,0,1.240,1.190,1.250,5290782720,2759753728,7924346880,11096662016,6314,7764,0,0,0,0,2416,108527616,914878464,4269,11994,0,14080,181192,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,262,3255,3640,0,0,0,0,0,159503,3141,511008,22688
8.197,2.900,88.777,0.126,0,0,0,0,0,0,124,0,1.380,1.220,1.250,5290405888,2760130560,7924346880,11096997888,6747,8487,1,0,0,0,0,108527616,914878464,2769,6206,0,14080,181189,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,251,682,1096,0,0,0,0,0,159503,3141,511032,22688
8.783,3.388,87.829,0,0,0,0,0,0,0,119,0,1.380,1.220,1.250,5292892160,2760032256,7921958912,11094577152,6294,8335,0,0,8,0,0,108527616,914878464,2641,7063,0,14080,181161,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,2140,2712,3319,0,0,0,0,0,159503,3141,511075,22688
9.410,3.639,86.826,0.125,0,0,0,0,0,0,145,0,1.380,1.220,1.250,5293731840,2758651904,7922499584,11093204992,8943,13000,0,0,8,0,0,108527616,914878464,2718,7972,0,14080,181163,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,1490,2174,2248,0,0,0,0,0,159503,3141,510668,22688
9.206,3.531,87.264,0,0,0,0,0,0,0,139,0,1.380,1.220,1.250,5416050688,2631290880,7927537664,11008180224,22919,11444,0,0,0,0,0,108527616,914878464,3272,35801,0,14144,182233,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,33043,54443,21952,0,0,0,0,0,159503,3141,479574,22688
7.838,3.413,88.496,0.253,0,0,12083200,0,0,0,121,0,1.380,1.220,1.250,5414440960,2631733248,7928700928,11051618304,6184,7646,1,0,0,0,498,108527616,914878464,2733,6863,0,14144,182280,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,9,2,25,14,56,975,55,920,0,3023,6327,4022,0,0,0,0,0,159503,3141,478926,22688
12.110,1.998,85.768,0.125,0,0,0,0,0,0,167,0,1.430,1.230,1.260,5420896256,2623070208,7930908672,11045347328,6314,7764,0,0,0,0,0,108527616,914878464,2786,7265,0,14144,182307,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,556,1637,555,0,0,0,0,0,159503,3141,477567,22688
8.593,4.110,87.298,0,0,0,0,0,0,0,120,0,1.430,1.230,1.260,5423640576,2620317696,7930916864,11042594816,6726,8678,0,0,8,0,0,108527616,914878464,2612,6920,0,14144,182306,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,1812,2280,1878,0,0,0,0,0,159503,3141,476895,22688
8.820,3.354,87.702,0.124,0,0,0,0,0,0,118,0,1.430,1.230,1.260,5424603136,2619346944,7930925056,11041599488,6351,7833,1,0,8,0,0,108527616,914878464,2646,7003,0,14176,182306,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,1345,1939,2134,0,0,0,0,0,159503,3141,476658,22688
9.114,3.121,87.640,0.125,0,0,0,0,0,0,138,0,1.430,1.230,1.260,5424533504,2621468672,7928872960,11041361920,9056,89239,0,0,1,0,0,108527616,914878464,2564,6111,0,14080,182280,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,1101,1525,1550,0,0,0,0,0,159503,3141,477176,22688
8.783,2.635,88.206,0.376,0,0,5332992,0,0,0,131,0,1.430,1.230,1.260,5425922048,2620067840,7928885248,11039985664,9272,14046,0,0,0,0,64,108527616,914878464,2570,5896,0,14080,182281,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,7,2,25,14,56,975,55,920,0,93,1883,1770,0,0,0,0,0,159503,3141,476771,22688
8.657,3.764,87.453,0.125,0,0,0,0,0,0,122,0,1.390,1.230,1.260,5425737728,2618941440,7930195968,11128582144,6184,8688,1,0,1,0,0,108527616,914878464,2633,6039,0,14112,182288,0,0,5,83,12,13,82,0,1207,24,36,0,0,7,21,0,7,2,28,14,56,975,55,920,0,1365,1784,12081,0,0,0,0,0,159503,3141,487396,22688
7.848,3.038,89.114,0,0,0,0,0,0,0,158,0,1.390,1.230,1.260,5403951104,2640556032,7930368000,11135283200,6424,8764,1,0,16,0,0,108527616,914878464,2631,9815,0,14080,182342,0,0,5,83,12,13,82,0,1205,24,36,0,0,7,21,0,7,2,28,14,56,975,55,920,0,7748,9445,6018,0,0,0,0,0,159503,3141,482032,22688
10.790,2.133,86.951,0.125,0,0,0,0,0,0,117,0,1.390,1.230,1.260,5401878528,2640457728,7932538880,11133132800,6184,8791,1,0,8,0,0,108527616,914878464,2782,8470,0,14048,182367,0,0,5,83,12,13,82,0,1205,24,36,0,0,7,21,0,7,2,28,14,56,975,55,920,0,1439,2578,1902,0,0,0,0,0,159503,3141,481752,22688
10.062,3.106,86.832,0,0,0,0,0,0,0,141,0,1.390,1.230,1.260,5402517504,2639810560,7932547072,11132489728,22768,14928,0,0,0,0,0,108527616,914878464,2581,6587,0,14080,182368,0,0,5,83,12,13,82,0,1205,24,36,0,0,7,21,0,8,2,28,14,56,975,55,920,0,79,605,617,0,0,0,0,0,159503,3141,481654,22688
8.931,2.642,87.799,0.629,0,0,8724480,0,0,0,120,0,1.390,1.230,1.260,5400604672,2641731584,7932538880,11134414848,7170,8006,0,0,0,0,142,108527616,914878464,2515,5996,0,14048,182368,0,0,5,83,12,13,82,0,1205,24,36,0,0,7,21,0,8,2,28,14,56,975,55,920,0,185,1628,1598,0,0,0,0,0,159503,3141,482123,22688
8.489,3.371,88.140,0,0,0,0,0,0,0,124,0,1.360,1.220,1.260,5287636992,2757009408,7930228736,11137634304,6481,7833,0,0,0,0,0,108527616,914878464,2510,5697,0,14048,182337,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,115,770,28312,0,0,0,0,0,159503,3141,510267,22688
7.799,3.522,88.553,0.126,0,0,0,0,0,0,128,0,1.360,1.220,1.260,5288796160,2755584000,7930494976,11136208896,6783,8568,1,0,4,0,0,108527616,914878464,2516,6416,0,14112,182342,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,1739,2420,1932,0,0,0,0,0,159503,3141,509794,22688
7.412,3.266,89.322,0,0,0,0,0,0,0,169,0,1.360,1.220,1.260,5290250240,2753871872,7930753024,11134496768,6506,8453,0,0,12,0,0,108527616,914878464,2644,7766,0,14112,182337,0,0,5,83,12,13,82,0,1202,24,33,0,0,7,21,0,8,2,25,14,56,975,55,920,0,1308,1913,1916,0,0,0,0,0,159503,3141,509501,22688
8.955,2.861,88.060,0.124,0,0,0,0,0,0,122,0,1.360,1.220,1.260,5291102208,2753183744,7930589184,11131936768,6184,7646,3,0,0,0,0,108527616,914878464,2492,5643,0,14080,182345,0,0,5,83,12,13,82,0,1201,24,33,0,0,7,21,0,8,2,25,13,56,975,55,920,0,1650,2243,2496,0,0,0,0,0,159503,3141,510048,22688
12.578,2.366,84.682,0.374,0,0,3997696,0,0,0,120,0,1.360,1.220,1.260,5293129728,2747609088,7934136320,11138662400,6424,7840,0,0,0,0,180,108527616,914878464,2799,7992,0,14080,182417,0,0,5,83,12,13,82,0,1201,24,33,0,0,7,21,0,8,2,25,13,56,975,55,920,0,2574,5278,3457,0,0,0,0,0,159503,3141,507972,22688
9.273,2.506,88.221,0,0,0,0,0,0,0,130,0,1.410,1.240,1.260,5293830144,2746904576,7934140416,11137966080,7336,8784,0,0,0,0,0,108527616,914878464,2682,6028,0,14048,182420,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,133,667,845,0,0,0,0,0,159503,3141,507800,22688
8.105,3.117,88.653,0.125,0,0,0,0,0,0,122,0,1.410,1.240,1.260,5278220288,2762514432,7934140416,11145252864,6184,7970,1,0,0,0,0,108527616,914878464,3317,7344,0,14048,182419,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,222,1510,4725,0,0,0,0,0,159503,3141,511548,22688
9.147,3.832,87.021,0,0,0,0,0,0,0,124,0,1.410,1.240,1.260,5279723520,2763202560,7931949056,11143815168,6372,8304,0,0,16,0,0,108527616,914878464,3751,9976,0,14048,182391,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,2702,4187,5020,0,0,0,0,0,159503,3141,511779,22688
8.186,2.897,88.791,0.126,0,0,0,0,0,0,157,0,1.410,1.240,1.260,5300695040,2728538112,7945641984,11108970496,6814,8521,0,0,1,0,0,108527616,914878464,3480,7939,0,14048,182403,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,6598,11347,2414,0,0,0,0,0,159503,3141,503316,22688
10.323,3.109,85.945,0.622,0,0,5447680,0,0,0,154,0,1.410,1.240,1.260,5305303040,2726875136,7942696960,11107307520,24094,14355,0,0,0,0,90,108527616,914878464,3621,8491,0,14080,182401,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,86,2150,2937,0,0,0,0,0,159503,3141,502857,22688
8.739,2.497,88.639,0.125,0,0,0,0,0,0,124,0,1.300,1.220,1.250,5306925056,2725781504,7942168576,11106226176,6368,7958,0,0,0,0,0,108527616,914878464,3447,7476,0,14112,182394,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,140,1440,1709,0,0,0,0,0,159503,3141,502774,22688
12.968,2.120,84.913,0,0,0,0,0,0,0,122,0,1.300,1.220,1.250,5306511360,2722545664,7945818112,11109158912,6616,8126,1,0,0,0,0,108527616,914878464,3751,9546,0,14112,182481,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,7293,10548,7144,0,0,0,0,0,159503,3141,501923,22688
8.750,3.500,87.625,0.125,0,0,0,0,0,0,123,0,1.300,1.220,1.250,5308346368,2720632832,7945895936,11109789696,6424,8404,1,0,16,0,0,108527616,914878464,3574,9917,0,14080,182478,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,2625,4201,4292,0,0,0,0,0,159503,3141,501386,22688
9.170,2.850,87.980,0,0,0,0,0,0,0,128,0,1.300,1.220,1.250,5300776960,2736664576,7937433600,11131809792,7016,10853,2,0,0,0,0,108527616,914878464,3432,7472,0,14080,182472,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,1052,2395,4654,0,0,0,0,0,159503,3141,504922,22688
7.769,4.135,87.719,0.376,0,0,12173312,0,0,0,166,0,1.300,1.220,1.250,5301702656,2735804416,7937368064,11130957824,7108,8333,1,0,0,0,502,108527616,914878464,3582,7844,0,14048,182472,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,141,3537,3622,0,0,0,0,0,159503,3141,505132,22688
9.294,3.346,87.361,0,0,0,0,0,0,0,145,0,1.360,1.230,1.260,5291212800,2752585728,7931068416,11148472320,9477,15704,0,0,0,0,0,108527616,914878464,3497,7839,0,14080,181334,0,0,5,83,12,13,82,0,1208,27,33,0,0,7,22,2,8,2,25,13,56,979,55,924,0,294,2450,7702,0,0,0,0,0,159503,3141,509071,22688
7.875,3,89,0.125,0,0,0,0,0,0,131,0,1.360,1.230,1.260,5292404736,2751176704,7931285504,11147063296,17654,10538,2,0,0,0,0,108527616,914878464,3480,7542,0,14112,181330,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,58,1407,1387,0,0,0,0,0,159503,3141,508843,22688
8.706,4.104,87.189,0,0,0,0,0,0,0,121,0,1.360,1.230,1.260,5296189440,2748964864,7929712640,11144323072,6400,8247,0,0,16,0,0,108527616,914878464,3614,10039,0,14112,181327,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,2671,4258,6810,0,0,0,0,0,159503,3141,511259,22688
13.416,1.988,84.472,0.124,0,0,0,0,0,0,124,0,1.360,1.230,1.260,5276893184,2765766656,7932207104,11145842688,6997,8322,0,0,0,0,0,108527616,914878464,3765,9008,0,14112,181365,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,7,2,25,13,56,977,55,922,0,2450,4682,8393,0,0,0,0,0,159503,3141,512300,22688
9.250,3.500,86.875,0.375,0,0,1736704,0,0,0,130,0,1.360,1.230,1.260,5278298112,2764226560,7932342272,11131281408,7519,11204,0,0,0,0,32,108527616,914878464,3865,8801,0,14080,181366,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,5717,8365,6590,0,0,0,0,0,159503,3141,512029,22688
8.875,3.375,87.625,0.125,0,16384,13033472,0,0,0,171,0,1.250,1.210,1.250,5279711232,2762674176,7932481536,11129995264,22433,10775,0,0,1,4,1652,108527616,914878464,4873,12438,0,14080,181366,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,1,480,3281,3428,0,0,0,0,0,159503,3141,511541,22688
9.102,2.868,87.905,0.125,0,0,0,0,0,0,125,0,1.250,1.210,1.250,5280423936,2761846784,7932596224,11129237504,6746,8450,0,0,0,0,0,108527616,914878464,3430,7548,0,14112,181366,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,1143,2509,1917,0,0,0,0,0,159503,3141,511332,22688
7.528,3.639,88.833,0,0,0,0,0,0,0,120,0,1.250,1.210,1.250,5283020800,2761310208,7930535936,11126374400,6184,8004,0,0,16,0,0,108527616,914878464,3637,10081,0,14080,181338,0,0,5,83,12,13,82,0,1204,25,33,0,0,7,21,1,8,2,25,13,56,977,55,922,0,2612,4266,4683,0,0,0,0,0,159503,3141,511317,22688
10.125,3.250,86.500,0.125,0,0,1875968,0,0,0,135,0,1.250,1.210,1.250,5283201024,2760900608,7930765312,11125956608,7767,10946,0,0,0,0,74,108527616,914878464,3653,8474,0,14048,181341,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,6,2,25,13,56,977,55,922,0,196,2211,2523,0,0,0,0,0,159503,3141,511171,22688
11.496,2.967,85.414,0.124,0,0,245760,0,0,0,139,0,1.250,1.210,1.250,5284274176,2760007680,7930585088,11125092352,36186,11038,0,0,0,0,18,108527616,914878464,3547,7543,0,14048,181367,0,0,5,83,12,13,82,0,1206,27,33,0,0,7,23,1,6,2,25,13,56,977,55,922,0,541,2687,2334,0,0,0,0,0,159503,3141,511194,22688
12.609,1.873,85.393,0.125,0,0,4743168,0,0,0,121,0,1.150,1.190,1.240,5281124352,2761011200,7932731392,11145019392,6580,8234,0,0,0,0,36,108527616,914878464,3325,8650,0,14048,181392,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,1816,4272,3737,0,0,0,0,0,159503,3141,511244,22688
9.229,3.666,86.979,0.126,0,0,0,0,0,0,156,0,1.150,1.190,1.240,5398757376,2638184448,7937912832,11004633088,6294,7840,0,0,0,0,0,108527616,914878464,3678,36184,0,14048,182462,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,6,2,25,13,56,975,55,920,0,39790,62288,28909,0,0,0,0,0,159503,3141,481072,22688
8.886,3.755,87.359,0,0,0,0,0,0,0,120,0,1.150,1.190,1.240,5402664960,2634276864,7937912832,11000795136,6571,7833,2,0,12,0,0,108527616,914878464,2760,7423,0,14080,182454,0,0,5,83,12,13,82,0,1203,26,33,0,0,7,23,0,5,2,25,13,56,975,55,920,0,3463,4013,3901,0,0,0,0,0,159503,3141,479925,22688
7.547,2.516,89.811,0.126,0,0,0,0,0,0,125,0,1.150,1.190,1.240,5403529216,2635526144,7935799296,10999918592,7080,10062,0,0,4,0,0,108527616,914878464,2568,6439,0,14080,182423,0,0,5,83,12,13,82,0,1205,25,36,0,0,7,23,0,5,1,25,16,56,975,55,920,0,51,549,1315,0,0,0,0,0,159503,3141,480608,22688
9.238,2.747,87.890,0.125,0,0,2719744,0,0,0,148,0,1.150,1.190,1.240,5406806016,2632163328,7935885312,10996428800,23728,13874,1,0,0,0,42,108527616,914878464,2589,6718,0,14080,182424,0,0,5,83,12,13,82,0,1204,27,33,0,0,7,25,0,5,1,25,13,56,975,55,920,0,493,1495,1465,0,0,0,0,0,159503,3141,479787,22688
