"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","PC-000442",,,,"User:","rodolfo-oliveira"
"Cmdline:","dstat --time --cpu --disk --page --int --load --mem --net --proc --io --swap --sys --aio --fs --ipc --lock --raw --socket --tcp --udp --unix --vm --vm-adv --zones --output dstat/data/csv/dstat/all.csv 1 600",,,,"Date:","22 Mar 2023 22:03:09 -03"
"system","total cpu usage",,,,,"dsk/total",,"paging",,"interrupts",,,"load avg",,,"memory usage",,,,"net/total",,"procs",,,"io/total",,"swap",,"system",,"async","filesystem",,"sysv ipc",,,"file locks",,,,"raw","sockets",,,,,"tcp sockets",,,,,"udp",,"unix sockets",,,,"virtual memory",,,,"advanced virtual memory",,,,,"zones memory",,,
"time","usr","sys","idl","wai","stl","read","writ","in","out","138","139","140","1m","5m","15m","used","free","buff","cach","recv","send","run","blk","new","read","writ","used","free","int","csw","#aio","files","inodes","msg","sem","shm","pos","lck","rea","wri","raw","tot","tcp","udp","raw","frg","lis","act","syn","tim","clo","lis","act","dgm","str","lis","act","majpf","minpf","alloc","free","steal","scanK","scanD","pgoru","astll","d32F","d32H","normF","normH"
22-03 22:10:00,3.643,1.256,94.849,0.251,0,0,0,0,0,0,17,0,0.120,3.640,3.490,3457695744,1889251328,193880064,10590113792,167,187,0,0,0,0,0,1835008,1021571072,1089,1828,0,13152,349179,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,301,563,171,0,0,0,0,0,289051,3141,168864,22176,
22-03 22:10:01,4.141,2.258,93.350,0.251,0,0,393216,0,0,0,61,0,0.110,3.580,3.470,3457327104,1889517568,193888256,10589925376,0,0,0,0,8,0,22,1835008,1021571072,1438,3353,0,13152,349188,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1800,1898,1614,0,0,0,0,0,289051,3141,168929,22176,
22-03 22:10:02,4.408,1.889,93.577,0.126,0,0,0,0,0,0,15,0,0.110,3.580,3.470,3457290240,1889546240,193888256,10589151232,0,0,0,0,8,0,0,1835008,1021571072,1320,4167,0,13152,349191,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1421,1475,1594,0,0,0,0,0,289051,3141,168886,22176,
22-03 22:10:03,3.643,1.382,94.975,0,0,0,0,0,0,0,14,0,0.110,3.580,3.470,3457183744,1889656832,193888256,10589405184,0,0,0,0,0,0,0,1835008,1021571072,1104,1807,0,13152,349191,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,6,106,97,0,0,0,0,0,289051,3141,168963,22176,
22-03 22:10:04,5.151,1.633,93.090,0.126,0,0,0,0,0,0,13,0,0.110,3.580,3.470,3456323584,1890238464,193888256,10589417472,0,0,0,0,9,0,0,1835008,1021571072,1391,3866,0,13152,349215,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,2844,2718,2123,0,0,0,0,0,289051,3141,169107,22176,
22-03 22:10:05,3.899,1.132,94.717,0.252,0,0,0,0,0,0,13,0,0.110,3.580,3.470,3456487424,1889816576,193888256,10589941760,119,0,0,0,0,0,0,1835008,1021571072,1168,1893,0,13152,349216,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,73,244,110,0,0,0,0,0,289051,3141,169002,22176,
22-03 22:10:06,3.759,1.754,94.236,0.251,0,0,0,0,0,0,16,0,0.100,3.520,3.450,3455418368,1890885632,193888256,10589675520,167,545,0,0,8,0,0,1835008,1021571072,1378,3104,0,13152,349215,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,1299,1430,1528,0,0,0,0,0,289051,3141,169208,22176,
22-03 22:10:07,3.401,1.637,94.584,0.378,0,0,319488,0,0,0,35,0,0.100,3.520,3.450,3456253952,1890000896,193896448,10590789632,0,0,0,0,0,0,30,1835008,1021571072,1265,2000,0,13152,349227,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,15,581,169,0,0,0,0,0,289051,3141,169047,22176,
22-03 22:10:08,3.396,1.509,95.094,0,0,0,0,0,0,0,15,0,0.100,3.520,3.450,3454631936,1891622912,193896448,10589700096,0,0,0,0,0,0,0,1835008,1021571072,1140,1849,0,13152,349225,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,6,2,17,7,56,874,54,820,0,265,112,505,0,0,0,0,0,289051,3141,169495,22176,
22-03 22:10:09,4.391,1.757,93.852,0,0,0,0,0,0,0,28,0,0.100,3.520,3.450,3454128128,1892036608,193896448,10590072832,1619,4490,0,0,8,0,0,1835008,1021571072,1403,3995,0,13152,349236,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1537,1811,2122,0,0,0,0,0,289051,3141,169544,22176,
22-03 22:10:10,5.368,1.748,92.759,0.125,0,0,0,0,0,0,33,0,0.100,3.520,3.450,3453591552,1892573184,193896448,10589806592,15800,1516,0,0,0,0,0,1835008,1021571072,1399,2305,0,13152,349252,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,15,992,1143,0,0,0,0,0,289051,3141,169675,22176,
22-03 22:10:11,5.177,1.641,93.056,0.126,0,0,3743744,0,0,0,24,0,0.100,3.470,3.430,3451179008,1894985728,193896448,10589814784,778,1047,0,0,8,0,540,1835008,1021571072,1730,3776,0,13152,349255,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,1287,2182,2038,0,0,0,0,0,289051,3141,170264,22176,
22-03 22:10:12,3.774,1.384,94.717,0.126,0,0,507904,0,0,0,16,0,0.100,3.470,3.430,3451387904,1894735872,193904640,10589839360,0,0,0,0,0,0,42,1835008,1021571072,1221,1919,0,13152,349254,0,0,6,56,12,10,58,0,1074,17,20,0,0,7,9,0,7,2,17,7,56,874,54,820,0,297,204,327,0,0,0,0,0,289051,3141,170265,22176,
22-03 22:10:13,4.436,1.521,93.916,0.127,0,0,0,0,0,0,63,0,0.100,3.470,3.430,3452014592,1894084608,193904640,10591178752,16080,6220,2,0,0,0,0,1835008,1021571072,1499,3047,0,13152,349258,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,75,593,206,0,0,0,0,0,289051,3141,170044,22176,
22-03 22:10:14,4.146,1.759,94.095,0,0,0,0,0,0,0,20,0,0.100,3.470,3.430,3450617856,1895481344,193904640,10589847552,921,292,4,0,8,0,0,1835008,1021571072,1320,3245,0,13152,349250,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1310,1403,1793,0,0,0,0,0,289051,3141,170312,22176,
22-03 22:10:15,3.401,1.008,95.466,0.126,0,0,0,0,0,0,19,0,0.100,3.470,3.430,3450875904,1895223296,193904640,10590130176,245,293,2,0,0,0,0,1835008,1021571072,1103,1821,0,13152,349251,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,10,249,119,0,0,0,0,0,289051,3141,170322,22176,
22-03 22:10:16,3.802,1.901,94.170,0.127,0,0,0,0,0,0,20,0,0.090,3.410,3.420,3450056704,1896042496,193904640,10589863936,424,358,1,0,9,0,0,1835008,1021571072,1541,3499,0,13152,349250,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,2038,1617,3499,0,0,0,0,0,289051,3141,170462,22176,
22-03 22:10:17,4.403,1.509,93.711,0.377,0,0,163840,0,0,0,15,0,0.090,3.410,3.420,3450372096,1895624704,193912832,10589700096,0,0,0,0,0,0,26,1835008,1021571072,1181,1887,0,13120,349260,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,186,300,476,0,0,0,0,0,289051,3141,170486,22176,
22-03 22:10:18,3.275,1.385,95.214,0.126,0,0,237568,0,0,0,13,0,0.090,3.410,3.420,3449257984,1896738816,193929216,10589949952,0,0,1,0,0,0,42,1835008,1021571072,1137,1915,0,13120,349271,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,48,336,625,0,0,0,0,0,289051,3141,170692,22176,
22-03 22:10:19,4.035,1.387,94.451,0.126,0,0,0,0,0,0,34,0,0.090,3.410,3.420,3448758272,1897177088,193929216,10589745152,0,0,0,0,8,0,0,1835008,1021571072,1361,3157,0,13120,349270,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,1295,1415,1595,0,0,0,0,0,289051,3141,170743,22176,
22-03 22:10:20,4.666,1.513,93.821,0,0,0,0,0,0,0,33,0,0.090,3.410,3.420,3446325248,1899589632,193929216,10591096832,15817,5016,0,0,0,0,0,1835008,1021571072,1297,2853,0,13120,349273,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,299,591,968,0,0,0,0,0,289051,3141,171325,22176,
22-03 22:10:21,4.288,1.639,93.947,0.126,0,0,0,0,0,0,23,0,0.080,3.350,3.400,3447050240,1898864640,193929216,10589700096,1404,1242,0,0,8,0,0,1835008,1021571072,1486,3354,0,13152,349269,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1366,1422,1794,0,0,0,0,0,289051,3141,171211,22176,
22-03 22:10:22,3.262,1.506,95.232,0,0,0,0,0,0,0,16,0,0.080,3.350,3.400,3447545856,1898369024,193929216,10589966336,0,0,0,0,0,0,0,1835008,1021571072,1163,1905,0,13152,349270,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,9,256,118,0,0,0,0,0,289051,3141,171090,22176,
22-03 22:10:23,3.764,1.882,94.103,0.251,0,0,0,0,0,0,15,0,0.080,3.350,3.400,3423232000,1929338880,193929216,10583302144,0,0,0,0,0,0,0,1835008,1021571072,1134,1782,0,13152,348149,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,48,233,7268,0,0,0,0,0,289051,3141,178591,22176,
22-03 22:10:24,4.288,1.892,93.443,0.378,0,0,1343488,0,0,0,13,0,0.080,3.350,3.400,3420872704,1931681792,193937408,10583642112,0,0,0,0,8,0,18,1835008,1021571072,1360,3132,0,13152,348160,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1995,2180,2612,0,0,0,0,0,289051,3141,179160,22176,
22-03 22:10:25,4.015,1.506,94.354,0.125,0,0,0,0,0,0,41,0,0.080,3.350,3.400,3421278208,1931235328,193937408,10583158784,359,0,0,0,0,0,0,1835008,1021571072,1182,1901,0,13152,348169,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,72,139,249,0,0,0,0,0,289051,3141,179114,22176,
22-03 22:10:26,3.544,2.025,94.304,0.127,0,0,3465216,0,0,0,17,0,0.070,3.300,3.380,3419545600,1932967936,193937408,10583425024,167,187,2,0,8,0,474,1835008,1021571072,1496,3661,0,13152,348170,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1271,2247,1855,0,0,0,0,0,289051,3141,179342,22176,
22-03 22:10:27,4.271,1.131,94.598,0,0,0,0,0,0,0,16,0,0.070,3.300,3.380,3419561984,1932947456,193937408,10584211456,0,358,1,0,0,0,0,1835008,1021571072,1110,1870,0,13152,348170,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,11,118,240,0,0,0,0,0,289051,3141,179532,22176,
22-03 22:10:28,3.774,1.384,94.717,0.126,0,0,0,0,0,0,14,0,0.070,3.300,3.380,3418243072,1934266368,193937408,10583162880,0,0,0,0,0,0,0,1835008,1021571072,1148,1939,0,13152,348169,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,270,124,397,0,0,0,0,0,289051,3141,179854,22176,
22-03 22:10:29,3.769,1.884,94.221,0.126,0,0,0,0,0,0,13,0,0.070,3.300,3.380,3421048832,1931980800,193937408,10583166976,0,0,0,0,9,0,0,1835008,1021571072,1347,3353,0,13152,348102,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,1835,1705,1710,0,0,0,0,0,289051,3141,179300,22176,
22-03 22:10:30,3.409,1.136,95.202,0.253,0,0,573440,0,0,0,14,0,0.070,3.300,3.380,3421360128,1931743232,193949696,10582556672,0,0,0,0,0,0,36,1835008,1021571072,1093,1850,0,13152,348101,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,37,214,322,0,0,0,0,0,289051,3141,179238,22176,
22-03 22:10:31,4.408,2.141,93.451,0,0,0,0,0,0,0,76,0,0.070,3.240,3.360,3422871552,1930223616,193949696,10583089152,16255,5755,0,0,8,0,0,1835008,1021571072,1653,4407,0,13152,348102,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1272,1614,1484,0,0,0,0,0,289051,3141,178877,22176,
22-03 22:10:32,4.654,1.635,93.585,0.126,0,0,0,0,0,0,21,0,0.070,3.240,3.360,3424374784,1928523776,193949696,10582761472,1404,989,1,0,0,0,0,1835008,1021571072,1327,20769,0,13152,348131,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1387,2752,2020,0,0,0,0,0,289051,3141,178404,22176,
22-03 22:10:33,3.783,1.261,94.956,0,0,0,0,0,0,0,17,0,0.070,3.240,3.360,3426336768,1926520832,193949696,10584375296,46,0,0,0,0,0,0,1835008,1021571072,1120,1895,0,13152,348133,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,100,539,124,0,0,0,0,0,289051,3141,177963,22176,
22-03 22:10:34,3.894,1.508,94.472,0.126,0,0,0,0,0,0,34,0,0.070,3.240,3.360,3424706560,1928151040,193949696,10583044096,16385,5794,0,0,8,0,0,1835008,1021571072,1321,3976,0,13152,348131,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1293,1462,1848,0,0,0,0,0,289051,3141,178361,22176,
22-03 22:10:35,3.526,1.134,95.088,0.252,0,0,0,0,0,0,18,0,0.070,3.240,3.360,3424722944,1928130560,193949696,10583330816,15134,498,0,0,0,0,0,1835008,1021571072,1062,1770,0,13152,348132,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,6,259,131,0,0,0,0,0,289051,3141,178356,22176,
22-03 22:10:36,4.534,1.385,93.955,0.126,0,0,0,0,0,0,15,0,0.060,3.190,3.340,3425468416,1927385088,193949696,10583064576,0,0,1,0,8,0,0,1835008,1021571072,1450,3432,0,13152,348131,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1560,1472,1591,0,0,0,0,0,289051,3141,178174,22176,
22-03 22:10:37,4.545,1.515,93.434,0.505,0,0,4218880,0,0,0,48,0,0.060,3.190,3.340,3446685696,1905131520,193957888,10584424448,0,358,0,0,0,0,406,1835008,1021571072,1542,2932,0,13152,348179,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,5491,7167,1789,0,0,0,0,0,289051,3141,172616,22176,
22-03 22:10:38,3.648,1.635,94.717,0,0,0,0,0,0,0,18,0,0.060,3.190,3.340,3446288384,1905528832,193957888,10584158208,259,187,0,0,0,0,0,1835008,1021571072,1144,1865,0,13152,348178,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,37,124,452,0,0,0,0,0,289051,3141,172838,22176,
22-03 22:10:39,5.276,1.508,93.090,0.126,0,0,0,0,0,0,15,0,0.060,3.190,3.340,3450785792,1900630016,193957888,10585624576,0,0,1,0,7,0,0,1835008,1021571072,1387,3499,0,13152,348225,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,2611,3378,1224,0,0,0,0,0,289051,3141,171642,22176,
22-03 22:10:40,3.526,1.385,95.088,0,0,0,0,0,0,0,16,0,0.060,3.190,3.340,3448401920,1902788608,193957888,10585575424,82,0,0,0,1,0,0,1835008,1021571072,1201,2022,0,13152,348217,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,429,360,1046,0,0,0,0,0,289051,3141,172109,22176,
22-03 22:10:41,4.020,2.136,93.719,0.126,0,0,0,0,0,0,21,0,0.140,3.150,3.330,3446382592,1904676864,193957888,10584657920,868,246,0,0,9,0,0,1835008,1021571072,1438,3348,0,13184,348216,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,1820,1588,1806,0,0,0,0,0,289051,3141,172630,22176,
22-03 22:10:42,4.266,1.631,93.852,0.251,0,0,0,0,0,0,34,0,0.140,3.150,3.330,3446870016,1904189440,193957888,10585182208,15857,5309,0,0,0,0,0,1835008,1021571072,1286,2700,0,13184,348218,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,28,340,192,0,0,0,0,0,289051,3141,172511,22176,
22-03 22:10:43,3.899,1.384,94.340,0.377,0,0,647168,0,0,0,45,0,0.140,3.150,3.330,3446820864,1904234496,193961984,10584657920,1404,989,0,0,0,0,32,1835008,1021571072,1251,2034,0,13184,348217,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,5,196,313,0,0,0,0,0,289051,3141,172522,22176,
22-03 22:10:44,3.662,1.515,94.823,0,0,0,0,0,0,0,16,0,0.140,3.150,3.330,3458142208,1891667968,193961984,10586169344,119,0,0,0,0,0,0,1835008,1021571072,1262,2538,0,13184,348264,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,5979,6883,1931,0,0,0,0,0,289051,3141,169458,22176,
22-03 22:10:45,4.141,1.882,93.852,0.125,0,0,0,0,0,0,17,0,0.140,3.150,3.330,3444068352,1905971200,193961984,10585673728,167,187,2,0,8,0,0,1835008,1021571072,1400,3034,0,13216,348262,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,788,944,5254,0,0,0,0,0,289051,3141,173016,22176,
22-03 22:10:46,4.035,1.892,94.073,0,0,0,0,0,0,0,19,0,0.130,3.100,3.310,3445448704,1904537600,193961984,10587299840,167,187,0,0,8,0,0,1835008,1021571072,1464,3406,0,13216,348274,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1280,1837,1427,0,0,0,0,0,289051,3141,172659,22176,
22-03 22:10:47,4.141,1.129,94.479,0.251,0,0,0,0,0,0,18,0,0.130,3.100,3.310,3443556352,1906429952,193961984,10585726976,194,0,0,0,0,0,0,1835008,1021571072,1148,1865,0,13216,348282,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,166,298,499,0,0,0,0,0,289051,3141,173058,22176,
22-03 22:10:48,3.909,1.009,94.704,0.378,0,0,0,0,0,0,15,0,0.130,3.100,3.310,3443924992,1905971200,193961984,10586341376,0,358,0,0,0,0,0,1835008,1021571072,1140,1854,0,13216,348283,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,290,263,129,0,0,0,0,0,289051,3141,172946,22176,
22-03 22:10:49,3.894,1.256,94.472,0.377,0,0,0,0,0,0,35,0,0.130,3.100,3.310,3444826112,1905061888,193966080,10585821184,348,0,1,1,0,0,10,1835008,1021571072,1190,1961,0,13216,348282,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,72,174,294,0,0,0,0,0,289051,3141,172787,22176,
22-03 22:10:50,3.270,2.264,94.340,0.126,0,0,294912,0,0,0,20,0,0.130,3.100,3.310,3445280768,1904603136,193970176,10586345472,517,0,1,0,8,0,4,1835008,1021571072,1311,3041,0,13216,348283,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,1298,1516,1382,0,0,0,0,0,289051,3141,172553,22176,
22-03 22:10:51,4.046,1.517,94.437,0,0,0,0,0,0,0,24,0,0.200,3.060,3.300,3445493760,1904390144,193970176,10586079232,396,446,0,0,8,0,0,1835008,1021571072,1569,3617,0,13216,348282,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,1286,1429,1567,0,0,0,0,0,289051,3141,172500,22176,
22-03 22:10:52,4.261,1.754,93.860,0.125,0,0,0,0,0,0,15,0,0.200,3.060,3.300,3466731520,1882038272,193970176,10587201536,0,0,1,0,0,0,0,1835008,1021571072,1263,2345,0,13248,348329,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,6,1,17,7,56,874,54,820,0,5712,6952,1519,0,0,0,0,0,289051,3141,166788,22176,
22-03 22:10:53,4.551,2.276,93.047,0.126,0,16384,7168000,0,0,0,40,0,0.200,3.060,3.300,3469475840,1879334912,193978368,10587934720,16345,6172,0,0,1,4,438,1835008,1021571072,1604,3742,0,13248,348340,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,539,1225,1344,0,0,0,0,0,289051,3141,166443,22176,
22-03 22:10:54,4.020,1.256,94.724,0,0,0,0,0,0,0,17,0,0.200,3.060,3.300,3469864960,1878847488,193978368,10586984448,876,126,0,0,0,0,0,1835008,1021571072,1183,1823,0,13248,348349,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,73,219,379,0,0,0,0,0,289051,3141,166324,22176,
22-03 22:10:55,3.392,1.884,94.472,0.251,0,0,696320,0,0,0,49,0,0.200,3.060,3.300,3469824000,1878876160,193986560,10587512832,86,106,1,0,8,0,38,1835008,1021571072,1363,3071,0,13248,348349,0,0,6,56,12,10,58,0,1075,18,20,0,0,7,11,0,7,1,17,7,56,874,54,820,0,1329,1651,1473,0,0,0,0,0,289051,3141,166331,22176,
22-03 22:10:56,10.063,3.899,85.912,0.126,0,0,245760,0,0,0,39,0,0.340,3.040,3.290,3508752384,1839915008,193994752,10597916672,5971,5719,0,0,40,0,22,1835008,1021571072,3233,14671,0,13216,348506,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,31960,33157,20508,0,0,0,0,0,289051,3141,156865,22176,
22-03 22:10:57,3.783,1.261,94.956,0,0,0,0,0,0,0,17,0,0.340,3.040,3.290,3509530624,1839132672,193994752,10598010880,167,187,0,0,0,0,0,1835008,1021571072,1261,1962,0,13216,348507,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,73,254,133,0,0,0,0,0,289051,3141,156628,22176,
22-03 22:10:58,3.639,1.255,94.981,0.125,0,0,0,0,0,0,14,0,0.340,3.040,3.290,3509760000,1838903296,193994752,10597744640,0,0,0,0,0,0,0,1835008,1021571072,1118,1881,0,13216,348506,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,36,141,374,0,0,0,0,0,289051,3141,156572,22176,
22-03 22:10:59,4.774,2.010,93.216,0,0,0,0,0,0,0,16,0,0.340,3.040,3.290,3535466496,1812185088,193994752,10600071168,0,358,0,0,0,0,0,1835008,1021571072,1391,3048,0,13248,348554,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,5606,9069,3122,0,0,0,0,0,289051,3141,150049,22176,
22-03 22:11:00,4.893,1.757,93.225,0.125,0,0,0,0,0,0,18,0,0.340,3.040,3.290,3532779520,1814872064,193994752,10598563840,78,106,0,0,8,0,0,1835008,1021571072,1428,3207,0,13248,348562,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,1474,1588,3636,0,0,0,0,0,289051,3141,150636,22176,
22-03 22:11:01,4.015,1.882,93.350,0.753,0,0,352256,0,0,0,46,0,0.390,3.010,3.280,3533000704,1814593536,194002944,10599071744,0,0,0,0,8,0,42,1835008,1021571072,1454,3251,0,13248,348563,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,1459,1677,1493,0,0,0,0,0,289051,3141,150637,22176,
22-03 22:11:02,5.157,1.887,92.956,0,0,0,0,0,0,0,13,0,0.390,3.010,3.280,3519934464,1827659776,194002944,10598805504,0,0,0,0,8,0,0,1835008,1021571072,1402,4158,0,13216,348575,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,1540,1479,4864,0,0,0,0,0,289051,3141,153736,22176,
22-03 22:11:03,3.531,1.261,95.082,0.126,0,0,0,0,0,0,15,0,0.390,3.010,3.280,3520704512,1826799616,194002944,10599161856,0,0,0,0,0,0,0,1835008,1021571072,1178,1974,0,13216,348578,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,6,1,17,8,56,890,54,836,0,6,246,111,0,0,0,0,0,289051,3141,153617,22176,
22-03 22:11:04,4.403,1.509,93.962,0.126,0,0,401408,0,0,0,36,0,0.390,3.010,3.280,3520405504,1827065856,194019328,10598912000,17221,6218,0,0,0,0,50,1835008,1021571072,1352,2932,0,13216,348577,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,193,233,386,0,0,0,0,0,289051,3141,153745,22176,
22-03 22:11:05,3.643,2.387,93.844,0.126,0,0,0,0,0,0,15,0,0.390,3.010,3.280,3511943168,1836134400,194019328,10598572032,119,0,1,0,9,0,0,1835008,1021571072,1398,3116,0,13216,348507,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,1661,1698,4128,0,0,0,0,0,289051,3141,155961,22176,
22-03 22:11:06,4.893,1.882,93.099,0.125,0,0,1024000,0,0,0,26,0,0.440,2.980,3.270,3511365632,1836711936,194031616,10599608320,817,671,1,0,8,0,32,1835008,1021571072,1555,3624,0,13216,348508,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,1499,2104,1898,0,0,0,0,0,289051,3141,156034,22176,
22-03 22:11:07,3.909,1.892,94.199,0,0,0,0,0,0,0,37,0,0.440,2.980,3.270,3330510848,2023190528,194031616,10592927744,0,0,1,0,0,0,0,1835008,1021571072,1278,2404,0,13248,347443,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,5473,6881,52148,0,0,0,0,0,289051,3141,201555,22176,
22-03 22:11:08,4.020,1.508,94.347,0.126,0,0,0,0,0,0,14,0,0.440,2.980,3.270,3331555328,2022141952,194031616,10592948224,0,0,0,0,0,0,0,1835008,1021571072,1152,1971,0,13248,347443,0,0,6,57,12,10,59,0,1092,18,20,0,0,7,11,0,7,1,17,8,56,890,54,836,0,174,126,368,0,0,0,0,0,289051,3141,201308,22176,
